Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,81.8|15.2|2.3|0.8
Mod-5ranked_unsupervised_1.pdb,80.3|15.9|2.3|1.5
Mod-5ranked_unsupervised_2.pdb,78.0|18.9|2.3|0.8
Mod-5ranked_unsupervised_3.pdb,84.1|12.9|2.3|0.8
Mod-5ranked_unsupervised_4.pdb,77.3|18.9|2.3|1.5
