Model,PROCHECK
ranked_0.pdb,93.8|6.2|0.0|0.0
ranked_1.pdb,93.8|6.2|0.0|0.0
ranked_2.pdb,90.6|7.8|0.0|1.6
ranked_3.pdb,95.3|4.7|0.0|0.0
ranked_4.pdb,93.8|6.2|0.0|0.0
