Model,MOLPROBITY
Mod-5ranked_unsupervised_0.pdb,2.14
Mod-5ranked_unsupervised_1.pdb,2.40
Mod-5ranked_unsupervised_2.pdb,2.33
Mod-5ranked_unsupervised_3.pdb,2.43
Mod-5ranked_unsupervised_4.pdb,2.19
