Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,92.3|7.7|0.0|0.0
Mod-5ranked_unsupervised_1.pdb,89.7|6.8|1.7|1.7
Mod-5ranked_unsupervised_2.pdb,90.6|9.4|0.0|0.0
Mod-5ranked_unsupervised_3.pdb,88.0|10.3|1.7|0.0
Mod-5ranked_unsupervised_4.pdb,92.3|6.8|0.9|0.0
