Model,PROSA
Mod-2best_unsupervised_0.pdb,-11.85
Mod-2best_unsupervised_1.pdb,-11.76
Mod-2best_unsupervised_2.pdb,-12.05
Mod-2best_unsupervised_3.pdb,-11.79
Mod-2best_unsupervised_4.pdb,-12.06
