Model,PROCHECK
Mod-2best_supervised_0.pdb,96.1|3.3|0.6|0.0
Mod-2best_supervised_1.pdb,96.1|3.3|0.6|0.0
Mod-2best_supervised_2.pdb,95.8|3.6|0.3|0.3
Mod-2best_supervised_3.pdb,95.8|3.6|0.6|0.0
Mod-2best_supervised_4.pdb,95.8|3.6|0.6|0.0
