Model,PROSA
Mod-2best_unsupervised_0.pdb,-6.76
Mod-2best_unsupervised_1.pdb,-6.91
Mod-2best_unsupervised_2.pdb,-6.89
Mod-2best_unsupervised_3.pdb,-6.71
Mod-2best_unsupervised_4.pdb,-6.89
