Model,PROCHECK
Mod-2best_unsupervised_0.pdb,96.3|3.4|0.3|0.0
Mod-2best_unsupervised_1.pdb,96.6|2.8|0.3|0.3
Mod-2best_unsupervised_2.pdb,96.9|3.1|0.0|0.0
Mod-2best_unsupervised_3.pdb,96.9|3.1|0.0|0.0
Mod-2best_unsupervised_4.pdb,96.9|3.1|0.0|0.0
