Model,PROCHECK
Mod-2best_unsupervised_0.pdb,96.9|3.1|0.0|0.0
Mod-2best_unsupervised_1.pdb,98.1|1.9|0.0|0.0
Mod-2best_unsupervised_2.pdb,96.5|3.1|0.4|0.0
Mod-2best_unsupervised_3.pdb,98.1|1.9|0.0|0.0
Mod-2best_unsupervised_4.pdb,97.7|2.3|0.0|0.0
