Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-2.34
Mod-5ranked_unsupervised_1.pdb,-2.27
Mod-5ranked_unsupervised_2.pdb,-2.34
Mod-5ranked_unsupervised_3.pdb,-2.45
Mod-5ranked_unsupervised_4.pdb,-2.38
