Model,PROCHECK
ranked_0.pdb,92.0|7.8|0.2|0.0
ranked_1.pdb,92.6|7.3|0.0|0.2
ranked_2.pdb,92.0|7.8|0.2|0.0
ranked_3.pdb,90.8|8.9|0.2|0.2
ranked_4.pdb,92.7|6.9|0.4|0.0
