Model,PROCHECK
ranked_0.pdb,94.3|5.4|0.0|0.3
ranked_1.pdb,94.0|5.7|0.0|0.3
ranked_2.pdb,93.2|6.2|0.0|0.5
ranked_3.pdb,93.2|6.5|0.0|0.3
ranked_4.pdb,91.0|8.7|0.0|0.3
