Model,MOLPROBITY
Mod-5ranked_unsupervised_0.pdb,1.94
Mod-5ranked_unsupervised_1.pdb,1.98
Mod-5ranked_unsupervised_2.pdb,2.22
Mod-5ranked_unsupervised_3.pdb,2.01
Mod-5ranked_unsupervised_4.pdb,1.92
