Model,PROSA
Mod-2best_supervised_0.pdb,-2.52
Mod-2best_supervised_1.pdb,-2.3
Mod-2best_supervised_2.pdb,-2.42
Mod-2best_supervised_3.pdb,-2.41
Mod-2best_supervised_4.pdb,-2.43
