Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,89.1|9.8|0.4|0.8
Mod-5ranked_unsupervised_1.pdb,89.1|9.8|1.1|0.0
Mod-5ranked_unsupervised_2.pdb,89.1|9.8|0.4|0.8
Mod-5ranked_unsupervised_3.pdb,88.3|10.9|0.0|0.8
Mod-5ranked_unsupervised_4.pdb,89.1|9.4|1.1|0.4
