Model,MOLPROBITY
Mod-2best_supervised_0.pdb,2.42
Mod-2best_supervised_1.pdb,2.55
Mod-2best_supervised_2.pdb,2.73
Mod-2best_supervised_3.pdb,2.57
Mod-2best_supervised_4.pdb,2.46
