Model,PROSA
Mod-2best_supervised_0.pdb,-6.22
Mod-2best_supervised_1.pdb,-6.2
Mod-2best_supervised_2.pdb,-6.3
Mod-2best_supervised_3.pdb,-6.33
Mod-2best_supervised_4.pdb,-6.22
