Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,95.6|3.6|0.6|0.3
Mod-5ranked_unsupervised_1.pdb,95.6|3.3|0.8|0.3
Mod-5ranked_unsupervised_2.pdb,95.6|3.9|0.6|0.0
Mod-5ranked_unsupervised_3.pdb,95.8|3.9|0.3|0.0
Mod-5ranked_unsupervised_4.pdb,95.0|3.9|0.6|0.6
