Model,PROCHECK
Mod-2best_supervised_0.pdb,91.2|6.1|0.9|1.8
Mod-2best_supervised_1.pdb,92.1|7.0|0.0|0.9
Mod-2best_supervised_2.pdb,93.0|6.1|0.0|0.9
Mod-2best_supervised_3.pdb,93.0|5.3|1.8|0.0
Mod-2best_supervised_4.pdb,93.0|6.1|0.9|0.0
