Model,PROSA
Mod-2best_supervised_0.pdb,-5.73
Mod-2best_supervised_1.pdb,-5.71
Mod-2best_supervised_2.pdb,-5.79
Mod-2best_supervised_3.pdb,-5.48
Mod-2best_supervised_4.pdb,-5.67
