Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-8.07
Mod-5ranked_unsupervised_1.pdb,-8.16
Mod-5ranked_unsupervised_2.pdb,-8.19
Mod-5ranked_unsupervised_3.pdb,-8.02
Mod-5ranked_unsupervised_4.pdb,-7.94
