Model,PROCHECK
Mod-2best_unsupervised_0.pdb,95.0|4.0|1.0|0.0
Mod-2best_unsupervised_1.pdb,94.1|5.0|0.0|1.0
Mod-2best_unsupervised_2.pdb,93.1|6.9|0.0|0.0
Mod-2best_unsupervised_3.pdb,97.0|3.0|0.0|0.0
Mod-2best_unsupervised_4.pdb,92.1|7.9|0.0|0.0
