Model,PROSA
Mod-2best_unsupervised_0.pdb,-3.56
Mod-2best_unsupervised_1.pdb,-3.68
Mod-2best_unsupervised_2.pdb,-3.63
Mod-2best_unsupervised_3.pdb,-3.44
Mod-2best_unsupervised_4.pdb,-3.53
