Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,95.9|3.5|0.5|0.0
Mod-5ranked_unsupervised_1.pdb,94.8|3.8|0.3|1.1
Mod-5ranked_unsupervised_2.pdb,95.1|4.1|0.5|0.3
Mod-5ranked_unsupervised_3.pdb,95.7|3.5|0.5|0.3
Mod-5ranked_unsupervised_4.pdb,95.1|4.3|0.5|0.0
