Model,PROCHECK
ranked_0.pdb,93.9|6.1|0.0|0.0
ranked_1.pdb,93.9|6.1|0.0|0.0
ranked_2.pdb,93.9|5.8|0.0|0.3
ranked_3.pdb,94.2|5.5|0.0|0.3
ranked_4.pdb,93.9|5.8|0.0|0.3
