Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,97.3|2.7|0.0|0.0
Mod-5ranked_unsupervised_1.pdb,96.0|4.0|0.0|0.0
Mod-5ranked_unsupervised_2.pdb,97.3|2.7|0.0|0.0
Mod-5ranked_unsupervised_3.pdb,98.0|2.0|0.0|0.0
Mod-5ranked_unsupervised_4.pdb,98.0|2.0|0.0|0.0
