Model,MOLPROBITY
Mod-2best_unsupervised_0.pdb,2.68
Mod-2best_unsupervised_1.pdb,2.42
Mod-2best_unsupervised_2.pdb,2.61
Mod-2best_unsupervised_3.pdb,2.46
Mod-2best_unsupervised_4.pdb,2.73
