Model,PROCHECK
Mod-2best_supervised_0.pdb,91.9|8.1|0.0|0.0
Mod-2best_supervised_1.pdb,88.4|11.6|0.0|0.0
Mod-2best_supervised_2.pdb,89.5|10.5|0.0|0.0
Mod-2best_supervised_3.pdb,89.5|9.3|1.2|0.0
Mod-2best_supervised_4.pdb,90.7|8.1|1.2|0.0
