Model,PROCHECK
Mod-2best_unsupervised_0.pdb,96.3|3.0|0.7|0.0
Mod-2best_unsupervised_1.pdb,95.5|4.5|0.0|0.0
Mod-2best_unsupervised_2.pdb,96.3|3.0|0.7|0.0
Mod-2best_unsupervised_3.pdb,96.3|3.7|0.0|0.0
Mod-2best_unsupervised_4.pdb,95.5|4.5|0.0|0.0
