Model,PROCHECK
Mod-2best_unsupervised_0.pdb,89.9|8.9|0.6|0.6
Mod-2best_unsupervised_1.pdb,91.7|8.3|0.0|0.0
Mod-2best_unsupervised_2.pdb,91.7|8.3|0.0|0.0
Mod-2best_unsupervised_3.pdb,90.5|8.9|0.6|0.0
Mod-2best_unsupervised_4.pdb,89.9|9.5|0.0|0.6
