Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-8.34
Mod-5ranked_unsupervised_1.pdb,-8.04
Mod-5ranked_unsupervised_2.pdb,-8.23
Mod-5ranked_unsupervised_3.pdb,-8.22
Mod-5ranked_unsupervised_4.pdb,-7.87
