Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,98.6|1.4|0.0|0.0
Mod-5ranked_unsupervised_1.pdb,98.6|1.4|0.0|0.0
Mod-5ranked_unsupervised_2.pdb,98.2|1.8|0.0|0.0
Mod-5ranked_unsupervised_3.pdb,98.6|1.4|0.0|0.0
Mod-5ranked_unsupervised_4.pdb,98.6|1.4|0.0|0.0
