Model,PROCHECK
ranked_0.pdb,93.3|6.0|0.7|0.0
ranked_1.pdb,91.8|7.5|0.7|0.0
ranked_2.pdb,94.0|5.2|0.7|0.0
ranked_3.pdb,91.8|7.5|0.7|0.0
ranked_4.pdb,92.5|6.7|0.7|0.0
