Model,PROSA
Mod-2best_supervised_0.pdb,-6.85
Mod-2best_supervised_1.pdb,-6.98
Mod-2best_supervised_2.pdb,-6.89
Mod-2best_supervised_3.pdb,-6.95
Mod-2best_supervised_4.pdb,-6.9
