Model,PROCHECK
Mod-2best_supervised_0.pdb,96.4|3.2|0.5|0.0
Mod-2best_supervised_1.pdb,97.3|2.3|0.0|0.5
Mod-2best_supervised_2.pdb,96.8|3.2|0.0|0.0
Mod-2best_supervised_3.pdb,96.8|2.7|0.5|0.0
Mod-2best_supervised_4.pdb,98.2|1.8|0.0|0.0
