Model,PROCHECK
ranked_0.pdb,86.3|13.7|0.0|0.0
ranked_1.pdb,86.3|12.8|0.0|0.9
ranked_2.pdb,85.5|14.5|0.0|0.0
ranked_3.pdb,85.5|14.5|0.0|0.0
ranked_4.pdb,86.3|13.7|0.0|0.0
