Model,PROCHECK
ranked_0.pdb,86.1|12.1|1.2|0.6
ranked_1.pdb,90.2|8.7|0.6|0.6
ranked_2.pdb,85.5|12.7|1.2|0.6
ranked_3.pdb,88.4|9.8|1.2|0.6
ranked_4.pdb,84.4|14.5|0.6|0.6
