Model,MOLPROBITY
Mod-2best_unsupervised_0.pdb,2.80
Mod-2best_unsupervised_1.pdb,2.70
Mod-2best_unsupervised_2.pdb,2.73
Mod-2best_unsupervised_3.pdb,2.83
Mod-2best_unsupervised_4.pdb,2.66
