Model,PROSA
Mod-2best_unsupervised_0.pdb,-9.16
Mod-2best_unsupervised_1.pdb,-9.29
Mod-2best_unsupervised_2.pdb,-9.16
Mod-2best_unsupervised_3.pdb,-9.13
Mod-2best_unsupervised_4.pdb,-9.2
