7RB9-D1,ranked,ranked_0,1.631
7RB9-D1,Mod-5ranked,Mod-5ranked_unsupervised_0,1.627
7RB9-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_0,1.586
7RB9-D1,ranked,ranked_1,1.571
7RB9-D1,Mod-5ranked,Mod-5ranked_unsupervised_1,1.622
7RB9-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_1,1.553
7RB9-D1,ranked,ranked_2,1.651
7RB9-D1,Mod-5ranked,Mod-5ranked_unsupervised_2,1.586
7RB9-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_2,1.571
7RB9-D1,ranked,ranked_3,1.713
7RB9-D1,Mod-5ranked,Mod-5ranked_unsupervised_3,1.650
7RB9-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_3,1.616
7RB9-D1,ranked,ranked_4,1.600
7RB9-D1,Mod-5ranked,Mod-5ranked_unsupervised_4,1.687
7RB9-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_4,1.677
