Model,PROSA
Mod-2best_supervised_0.pdb,-8.13
Mod-2best_supervised_1.pdb,-8.04
Mod-2best_supervised_2.pdb,-8.08
Mod-2best_supervised_3.pdb,-8.17
Mod-2best_supervised_4.pdb,-8.15
