Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-5.41
Mod-5ranked_unsupervised_1.pdb,-5.57
Mod-5ranked_unsupervised_2.pdb,-5.49
Mod-5ranked_unsupervised_3.pdb,-5.49
Mod-5ranked_unsupervised_4.pdb,-5.58
