Model,PROSA
Mod-2best_supervised_0.pdb,-6.12
Mod-2best_supervised_1.pdb,-5.81
Mod-2best_supervised_2.pdb,-5.93
Mod-2best_supervised_3.pdb,-6.1
Mod-2best_supervised_4.pdb,-6.01
