Model,PROCHECK
Mod-2best_unsupervised_0.pdb,93.7|5.6|0.8|0.0
Mod-2best_unsupervised_1.pdb,93.7|5.6|0.8|0.0
Mod-2best_unsupervised_2.pdb,92.1|7.1|0.8|0.0
Mod-2best_unsupervised_3.pdb,92.1|7.1|0.8|0.0
Mod-2best_unsupervised_4.pdb,92.1|7.1|0.8|0.0
