Model,PROCHECK
Mod-2best_unsupervised_0.pdb,97.1|2.9|0.0|0.0
Mod-2best_unsupervised_1.pdb,98.6|1.4|0.0|0.0
Mod-2best_unsupervised_2.pdb,95.7|2.9|0.0|1.4
Mod-2best_unsupervised_3.pdb,97.1|2.9|0.0|0.0
Mod-2best_unsupervised_4.pdb,98.6|1.4|0.0|0.0
