Model,PROCHECK
Mod-2best_unsupervised_0.pdb,88.1|10.9|1.0|0.0
Mod-2best_unsupervised_1.pdb,89.1|10.9|0.0|0.0
Mod-2best_unsupervised_2.pdb,91.1|7.9|0.0|1.0
Mod-2best_unsupervised_3.pdb,88.1|10.9|0.0|1.0
Mod-2best_unsupervised_4.pdb,90.1|9.9|0.0|0.0
