Model,PROCHECK
Mod-2best_supervised_0.pdb,95.7|3.2|0.0|1.1
Mod-2best_supervised_1.pdb,95.7|4.3|0.0|0.0
Mod-2best_supervised_2.pdb,98.9|1.1|0.0|0.0
Mod-2best_supervised_3.pdb,96.8|3.2|0.0|0.0
Mod-2best_supervised_4.pdb,96.8|3.2|0.0|0.0
