7LS5-D1,ranked,ranked_0,1.056
7LS5-D1,Mod-5ranked,Mod-5ranked_unsupervised_0,1.117
7LS5-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_0,0.988
7LS5-D1,ranked,ranked_1,1.112
7LS5-D1,Mod-5ranked,Mod-5ranked_unsupervised_1,1.161
7LS5-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_1,1.153
7LS5-D1,ranked,ranked_2,1.062
7LS5-D1,Mod-5ranked,Mod-5ranked_unsupervised_2,1.160
7LS5-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_2,1.092
7LS5-D1,ranked,ranked_3,1.002
7LS5-D1,Mod-5ranked,Mod-5ranked_unsupervised_3,1.088
7LS5-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_3,1.041
7LS5-D1,ranked,ranked_4,1.025
7LS5-D1,Mod-5ranked,Mod-5ranked_unsupervised_4,1.051
7LS5-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_4,1.103
