Model,PROCHECK
Mod-2best_supervised_0.pdb,96.5|3.5|0.0|0.0
Mod-2best_supervised_1.pdb,95.7|3.7|0.2|0.4
Mod-2best_supervised_2.pdb,95.9|4.1|0.0|0.0
Mod-2best_supervised_3.pdb,95.4|4.6|0.0|0.0
Mod-2best_supervised_4.pdb,95.6|4.3|0.2|0.0
