Model,PROCHECK
Mod-2best_supervised_0.pdb,92.1|5.6|2.2|0.0
Mod-2best_supervised_1.pdb,94.4|3.4|2.2|0.0
Mod-2best_supervised_2.pdb,93.3|4.5|2.2|0.0
Mod-2best_supervised_3.pdb,93.3|4.5|2.2|0.0
Mod-2best_supervised_4.pdb,93.3|4.5|2.2|0.0
