Model,PROCHECK
Mod-2best_supervised_0.pdb,94.5|5.5|0.0|0.0
Mod-2best_supervised_1.pdb,94.5|5.5|0.0|0.0
Mod-2best_supervised_2.pdb,95.1|4.9|0.0|0.0
Mod-2best_supervised_3.pdb,95.4|4.6|0.0|0.0
Mod-2best_supervised_4.pdb,95.4|4.6|0.0|0.0
