Model,PROCHECK
Mod-2best_unsupervised_0.pdb,96.2|3.2|0.2|0.4
Mod-2best_unsupervised_1.pdb,95.8|3.6|0.2|0.4
Mod-2best_unsupervised_2.pdb,95.8|3.8|0.2|0.2
Mod-2best_unsupervised_3.pdb,95.8|3.6|0.2|0.4
Mod-2best_unsupervised_4.pdb,96.2|3.2|0.2|0.4
