Model,PROCHECK
Mod-2best_supervised_0.pdb,89.7|10.3|0.0|0.0
Mod-2best_supervised_1.pdb,94.9|5.1|0.0|0.0
Mod-2best_supervised_2.pdb,94.0|6.0|0.0|0.0
Mod-2best_supervised_3.pdb,88.9|10.3|0.9|0.0
Mod-2best_supervised_4.pdb,91.5|8.5|0.0|0.0
