Model,Q-MEAN_DisCo_Global
Mod-5ranked_unsupervised_0.pdb,0.47
Mod-5ranked_unsupervised_1.pdb,0.48
Mod-5ranked_unsupervised_2.pdb,0.49
Mod-5ranked_unsupervised_3.pdb,0.45
Mod-5ranked_unsupervised_4.pdb,0.44
