Model,MOLPROBITY
Mod-5ranked_unsupervised_0.pdb,1.99
Mod-5ranked_unsupervised_1.pdb,2.44
Mod-5ranked_unsupervised_2.pdb,2.25
Mod-5ranked_unsupervised_3.pdb,2.40
Mod-5ranked_unsupervised_4.pdb,2.20
