Model,MOLPROBITY
Mod-2best_supervised_0.pdb,2.22
Mod-2best_supervised_1.pdb,2.04
Mod-2best_supervised_2.pdb,1.96
Mod-2best_supervised_3.pdb,2.01
Mod-2best_supervised_4.pdb,2.07
