Model,PROCHECK
Mod-2best_unsupervised_0.pdb,95.3|4.5|0.2|0.0
Mod-2best_unsupervised_1.pdb,94.7|5.2|0.1|0.0
Mod-2best_unsupervised_2.pdb,95.5|4.2|0.2|0.0
Mod-2best_unsupervised_3.pdb,95.3|4.5|0.2|0.0
Mod-2best_unsupervised_4.pdb,95.4|4.4|0.2|0.0
