Model,PROSA
Mod-2best_supervised_0.pdb,-10.25
Mod-2best_supervised_1.pdb,-10.21
Mod-2best_supervised_2.pdb,-10.21
Mod-2best_supervised_3.pdb,-10.08
Mod-2best_supervised_4.pdb,-10.1
