Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-10.59
Mod-5ranked_unsupervised_1.pdb,-10.7
Mod-5ranked_unsupervised_2.pdb,-10.51
Mod-5ranked_unsupervised_3.pdb,-10.65
Mod-5ranked_unsupervised_4.pdb,-10.37
