Model,MOLPROBITY
Mod-2best_unsupervised_0.pdb,2.10
Mod-2best_unsupervised_1.pdb,2.00
Mod-2best_unsupervised_2.pdb,2.40
Mod-2best_unsupervised_3.pdb,2.12
Mod-2best_unsupervised_4.pdb,2.09
