Model,PROSA
Mod-2best_supervised_0.pdb,-6.35
Mod-2best_supervised_1.pdb,-6.19
Mod-2best_supervised_2.pdb,-6.09
Mod-2best_supervised_3.pdb,-6.18
Mod-2best_supervised_4.pdb,-6.16
