Model,PROSA
Mod-2best_supervised_0.pdb,-5.16
Mod-2best_supervised_1.pdb,-5.15
Mod-2best_supervised_2.pdb,-5.1
Mod-2best_supervised_3.pdb,-5.23
Mod-2best_supervised_4.pdb,-5.18
