Model,PROCHECK
ranked_0.pdb,91.3|8.2|0.4|0.0
ranked_1.pdb,92.2|7.4|0.4|0.0
ranked_2.pdb,92.2|7.4|0.4|0.0
ranked_3.pdb,93.5|6.1|0.4|0.0
ranked_4.pdb,93.1|6.5|0.4|0.0
