Model,PROCHECK
Mod-2best_supervised_0.pdb,95.2|4.6|0.1|0.1
Mod-2best_supervised_1.pdb,95.1|4.8|0.1|0.0
Mod-2best_supervised_2.pdb,95.3|4.6|0.1|0.0
Mod-2best_supervised_3.pdb,95.1|4.5|0.4|0.1
Mod-2best_supervised_4.pdb,95.2|4.7|0.1|0.0
